num,title,link,guid,pub_date,itunes_episode,is_noise,transcript_url_feed,transcript_url_raw,transcript_url_jsdelivr,transcript_url_final,vtt_source
046,B2P040 Christof Unfried – Bio-Obstbauer,https://www.bauertothepeople.at/2021/10/03/b2p040-christof-unfried-bio-obstbauer-und-handel/,1c7579ace7454c4587cac108753b689e,2021-10-03T08:15:00+02:00,,False,https://www.bauertothepeople.at/2021/10/03/b2p040-christof-unfried-bio-obstbauer-und-handel/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/046.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/046.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/046.vtt,github_raw
047,B2P041 Hannes Royer - Dynamischer Bergbauer & Unternehmer,https://www.bauertothepeople.at/2021/10/17/b2p041-hannes-royer-dynamischer-bergbauer-unternehmer/,7132075d67274378977d30e6fcad3fba,2021-10-17T08:15:00+02:00,,False,https://www.bauertothepeople.at/2021/10/17/b2p041-hannes-royer-dynamischer-bergbauer-unternehmer/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/047.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/047.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/047.vtt,github_raw
048,B2P042 Hannes Royer - Land schafft Leben,https://www.bauertothepeople.at/2021/10/24/b2p042-hannes-royer-land-schafft-leben/,edca9f49c08a44959e637fe73f479b8c,2021-10-24T08:15:00+02:00,,False,https://www.bauertothepeople.at/2021/10/24/b2p042-hannes-royer-land-schafft-leben/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/048.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/048.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/048.vtt,github_raw
049,B2P043 – Weinbau und Heuriger Stoiber,https://www.bauertothepeople.at/2021/11/07/b2p043-weinbau-und-heuriger-stoiber/,1ff51cf4175043fabba741bb0d32d590,2021-11-07T08:15:00+01:00,,False,https://www.bauertothepeople.at/2021/11/07/b2p043-weinbau-und-heuriger-stoiber/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/049.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/049.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/049.vtt,github_raw
050,B2P044 Miha Zablatnik - Gandalf der Schlaue | Gandalf Pameten,https://www.bauertothepeople.at/2021/11/21/miha-zablatnik-gandalf-der-schlaue/,74a918ccc67145df976d466bf09f2229,2021-11-21T08:15:00+01:00,,False,https://www.bauertothepeople.at/2021/11/21/miha-zablatnik-gandalf-der-schlaue/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/050.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/050.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/050.vtt,github_raw
051,B2P045 Matthias Kopetzky - Dem Honig auf der Spur,https://www.bauertothepeople.at/2021/12/05/matthias-kopetzky-dem-honig-auf-der-spur/,b0c096ac34934eacad581b8d6d9bd725,2021-12-05T08:15:00+01:00,,False,https://www.bauertothepeople.at/2021/12/05/matthias-kopetzky-dem-honig-auf-der-spur/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/051.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/051.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/051.vtt,github_raw
052,Ahaa! - Was ist der Nährstoffkreislauf?,https://podcast.bauertothepeople.at/episode/ahaa-was-ist-der-naehrstoffkreislauf/,740323360ff04cf3b6da87d68ee379f6,2021-12-12T10:30:00+01:00,,False,https://podcast.bauertothepeople.at/episode/ahaa-was-ist-der-naehrstoffkreislauf/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/052.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/052.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/052.vtt,github_raw
053,B2P046 Peter und Peter Lechner - Backe Backe Kuchen,https://www.bauertothepeople.at/2021/12/19/b2p046-peter-und-peter-lechner-baeckerei-lechner-backe-backe-kuchen/,61498dc7cc9b4a34a1b728b153020baa,2021-12-19T08:15:00+01:00,,False,https://www.bauertothepeople.at/2021/12/19/b2p046-peter-und-peter-lechner-baeckerei-lechner-backe-backe-kuchen/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/053.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/053.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/053.vtt,github_raw
054,Ahaa! - Was ist ein Bauer? (Martin Schmit),https://www.bauertothepeople.at/2022/01/09/ahaa-was-ist-ein-bauer/,3e5faabe9af54928a687a5ef38a3b31b,2022-01-09T09:00:00+01:00,,False,https://www.bauertothepeople.at/2022/01/09/ahaa-was-ist-ein-bauer/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/054.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/054.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/054.vtt,github_raw
055,B2P047 Gerhard Steiner (SOMA) - Das pragmatische Gewissen,https://www.bauertothepeople.at/2022/01/09/b2p047-gerhard-steiner-soma-das-pragmatische-gewissen/,baa3f1de774e49689ddb72c14e4373e7,2022-01-16T08:15:00+01:00,,False,https://www.bauertothepeople.at/2022/01/09/b2p047-gerhard-steiner-soma-das-pragmatische-gewissen/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/055.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/055.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/055.vtt,github_raw
056,B2P048 Martin Grassberger - Bauchgefühle,https://www.bauertothepeople.at/2022/01/30/b2p048-martin-grassberger-bauchgefuehle/,620722ee2972479c985a079431242c38,2022-01-30T08:15:00+01:00,,False,https://www.bauertothepeople.at/2022/01/30/b2p048-martin-grassberger-bauchgefuehle/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/056.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/056.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/056.vtt,github_raw
057,Ahaa! - Boden und Humus,https://podcast.bauertothepeople.at/episode/ahaa-boden-und-humus/,f1cf271212f34d4b8304df109169b5be,2022-02-13T08:15:00+01:00,,False,https://podcast.bauertothepeople.at/episode/ahaa-boden-und-humus/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/057.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/057.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/057.vtt,github_raw
058,B2P049 Peter Augendopler (Backaldrin) - Habemus Brot,https://www.bauertothepeople.at/2022/02/27/peter-augendopler-backaldrin/,39b8a390007c4290b0a2262824ea69b0,2022-02-27T08:15:00+01:00,,False,https://www.bauertothepeople.at/2022/02/27/peter-augendopler-backaldrin/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/058.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/058.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/058.vtt,github_raw
059,Ahaa! - Über Kühe und Almen,https://www.bauertothepeople.at/2022/03/13/ahaa-ueber-kuehe-und-almen/,dd71e35d058d447a824920e645e16f96,2022-03-13T08:15:00+01:00,,False,https://www.bauertothepeople.at/2022/03/13/ahaa-ueber-kuehe-und-almen/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/059.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/059.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/059.vtt,github_raw
060,Ahaa! - Was ist ein Bauer? (Martin Hager),https://www.bauertothepeople.at/2022/03/20/ahaa-was-ist-ein-bauer-2/,99ce55e4db094217a63197ce80d49499,2022-03-20T08:15:00+01:00,,False,https://www.bauertothepeople.at/2022/03/20/ahaa-was-ist-ein-bauer-2/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/060.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/060.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/060.vtt,github_raw
061,B2P050 Peter Höpler - Erinnerungen eines Gutsverwalters,https://www.bauertothepeople.at/2022/04/03/b2p050-peter-hoepler-erinnerungen-eines-gutsverwalters/,dda3539290a34d3488937de36bf54e33,2022-04-03T08:15:00+02:00,,False,https://www.bauertothepeople.at/2022/04/03/b2p050-peter-hoepler-erinnerungen-eines-gutsverwalters/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/061.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/061.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/061.vtt,github_raw
062,"B2P051 Wrapstars – Eine Trilogie von drei Freunden | Episode 1 ""Das Erwachen""",https://www.bauertothepeople.at/2022/04/17/b2p051-wrapstars-eine-trilogie-von-drei-freunden-episode-1-das-erwachen,7b04493f46154ac5be1d4582ab58b0e9,2022-04-17T08:15:00+02:00,,False,https://www.bauertothepeople.at/2022/04/17/b2p051-wrapstars-eine-trilogie-von-drei-freunden-episode-1-das-erwachen/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/062.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/062.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/062.vtt,github_raw
063,"B2P052 Wrapstars – Eine Trilogie von drei Freunden | Episode 2 ""Inwraption""",https://www.bauertothepeople.at/2022/04/24/b2p052-wrapstars-eine-trilogie-von-drei-freunden-episode-2-inwraption/,4235bfe7b5a64d1ebffe63111075f019,2022-04-24T08:15:00+02:00,,False,https://www.bauertothepeople.at/2022/04/24/b2p052-wrapstars-eine-trilogie-von-drei-freunden-episode-2-inwraption/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/063.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/063.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/063.vtt,github_raw
064,"B2P053 Wrapstars – Eine Trilogie von drei Freunden | Episode 3 ""Die Vereinigung""",https://www.bauertothepeople.at/2022/05/01/b2p053-wrapstars-eine-trilogie-von-drei-freunden-episode-3-die-vereinigung,834db9a15cf14dafbdd423f15cbf531b,2022-05-01T08:15:00+02:00,,False,https://www.bauertothepeople.at/2022/05/01/b2p053-wrapstars-eine-trilogie-von-drei-freunden-episode-3-die-vereinigung/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/064.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/064.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/064.vtt,github_raw
065,B2P054 Hinter den Kulissen von BauertothePeople - Nr. 1,https://www.bauertothepeople.at/2022/05/08/b2p054-hinter-den-kulissen-von-bauertothepeople-nr-1/,74feb105b178496ab3845978fe8cb932,2022-05-08T08:15:00+02:00,,False,https://www.bauertothepeople.at/2022/05/08/b2p054-hinter-den-kulissen-von-bauertothepeople-nr-1/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/065.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/065.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/065.vtt,github_raw
066,Ahaa! - Haltungsformen in der Schweinemast,https://www.bauertothepeople.at/ahaa-haltungsformen-in-der-schweinemast/,1836da2550344f28a03bc3c2bc650128,2022-05-15T08:15:00+02:00,,False,https://www.bauertothepeople.at/ahaa-haltungsformen-in-der-schweinemast/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/066.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/066.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/066.vtt,github_raw
067,B2P055 Alfred Grand (Grand Farm) - Visionär mit Bodenhaftung,https://www.bauertothepeople.at/2022/05/22/b2p055-alfred-grand-grand-farm-visionaer-mit-bodenhaftung/,ea38dd3db0d24327890669e04ea28e91,2022-05-22T08:15:00+02:00,,False,https://www.bauertothepeople.at/2022/05/22/b2p055-alfred-grand-grand-farm-visionaer-mit-bodenhaftung/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/067.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/067.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/067.vtt,github_raw
068,Ahaa! - Was ist die Afrikanische Schweinepest (ASP)?,https://www.bauertothepeople.at/ahaa-was-ist-die-afrikanische-schweinepest-asp/,5f0848f5b0124589974bd985537b35aa,2022-05-29T08:15:00+02:00,,False,https://www.bauertothepeople.at/ahaa-was-ist-die-afrikanische-schweinepest-asp/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/068.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/068.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/068.vtt,github_raw
069,"B2P056 Martin Rohla - Tugend, Geld und Nachhaltigkeit",https://www.bauertothepeople.at/2022/06/05/b2p056-martin-rohla-tugend-geld-und-nachhaltigkeit/,7dc9b157bef04206acbd316e53ec5b37,2022-06-05T08:15:00+02:00,,False,https://www.bauertothepeople.at/2022/06/05/b2p056-martin-rohla-tugend-geld-und-nachhaltigkeit/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/069.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/069.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/069.vtt,github_raw
070,Ahaa! - Was ist eine Bäuerin?,https://www.bauertothepeople.at/2022/06/12/ahaa-was-ist-eine-baeuerin-viktoria-eichinger,b94251d9acc749d8b2e904d6094d48ce,2022-06-12T08:15:00+02:00,,False,https://www.bauertothepeople.at/2022/06/12/ahaa-was-ist-eine-baeuerin-viktoria-eichinger/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/070.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/070.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/070.vtt,github_raw
071,B2P057 ARGE Heumilch - Die getrocknete Wiese und ihre Vertreter,https://www.bauertothepeople.at/2022/06/19/b2p057-arge-heumilch-die-getrocknete-wiese-und-ihre-vertreter/,b5589ae430f74bf58fa90a13cd0c774f,2022-06-19T08:15:00+02:00,,False,https://www.bauertothepeople.at/2022/06/19/b2p057-arge-heumilch-die-getrocknete-wiese-und-ihre-vertreter/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/071.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/071.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/071.vtt,github_raw
072,Ahaa! - Was ist ein Bauer? (Thomas Reisecker),https://www.bauertothepeople.at/2022/06/26/ahaa-was-ist-ein-bauer-thomas-reisecker/,61127896f8904da1ae7c0ad98d31f737,2022-06-26T08:15:00+02:00,,False,https://www.bauertothepeople.at/2022/06/26/ahaa-was-ist-ein-bauer-thomas-reisecker/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/072.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/072.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/072.vtt,github_raw
073,"B2P058 Karl & Martina Pfiel (Spirulix) - Schweine, Energie und grüne Algen",https://www.bauertothepeople.at/2022/07/03/b2p058-karl-martina-pfiel-spirulix-schweine-energie-und-gruene-algen/,6de383fb4b514fc9945de9d6e8638f2e,2022-07-03T08:15:00+02:00,,False,https://www.bauertothepeople.at/2022/07/03/b2p058-karl-martina-pfiel-spirulix-schweine-energie-und-gruene-algen/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/073.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/073.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/073.vtt,github_raw
074,Ahaa! - Was ist die Schweinemast und was kommt davor?,https://www.bauertothepeople.at/ahaa-was-ist-die-schweinemast-und-was-kommt-davor/,1c855fda2bde4bad93b8d8670377a954,2022-07-10T08:15:00+02:00,,False,https://www.bauertothepeople.at/ahaa-was-ist-die-schweinemast-und-was-kommt-davor/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/074.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/074.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/074.vtt,github_raw
075,B2P059 Andreas Egger (Milchkandl) –  Von der großen Bühne (zu) einer kleinbäuerlichen Genossenschaft,https://www.bauertothepeople.at/b2p059-andreas-egger-milchkandl-von-der-grossen-buehne-zu-einer-kleinbaeuerlichen-genossenschaft/,45f3cfc711aa41e2847a392b6324145b,2022-07-17T08:15:00+02:00,,False,https://www.bauertothepeople.at/b2p059-andreas-egger-milchkandl-von-der-grossen-buehne-zu-einer-kleinbaeuerlichen-genossenschaft/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/075.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/075.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/075.vtt,github_raw
076,Ahaa! - Was ist Tierwohl?,https://podcast.bauertothepeople.at/episode/ahaa-was-ist-tierwohl/,13ebca743b7246f2825164508ac85435,2022-07-24T08:15:00+02:00,,False,https://podcast.bauertothepeople.at/episode/ahaa-was-ist-tierwohl/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/076.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/076.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/076.vtt,github_raw
077,B2P060 Eva & Josef Bauer (Fleischerei Bauer) - Zwei ganze Leben rund um Fleisch,https://www.bauertothepeople.at/b2p060-eva-josef-bauer-fleischerei-bauer-zwei-ganze-leben-rund-um-fleisch/,96b131c328dc4187b6483f129290a8d2,2022-07-31T08:15:00+02:00,,False,https://www.bauertothepeople.at/b2p060-eva-josef-bauer-fleischerei-bauer-zwei-ganze-leben-rund-um-fleisch/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/077.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/077.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/077.vtt,github_raw
078,Ahaa! - Darf man Tiere töten?,https://www.bauertothepeople.at/ahaa-darf-man-tiere-toeten/,18afb98c4531414babf2384f9cdd98a4,2022-08-07T08:15:00+02:00,,False,https://www.bauertothepeople.at/ahaa-darf-man-tiere-toeten/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/078.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/078.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/078.vtt,github_raw
079,B2P061 Karl Trojan (Schremser Brauerei) - Brauer to the People,https://www.bauertothepeople.at/b2p061-karl-trojan-schremser-brauerei-brauer-to-the-people/,53c495d030bd4aee9031e1141ff915fa,2022-08-14T08:15:00+02:00,,False,https://www.bauertothepeople.at/b2p061-karl-trojan-schremser-brauerei-brauer-to-the-people/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/079.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/079.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/079.vtt,github_raw
080,Ahaa! - Was ist der Unterschied zwischen einem Bäcker und einem Konditor?,https://www.bauertothepeople.at/ahaa-was-ist-der-unterschied-zwischen-einem-baecker-und-einem-konditor/,c58ad51a2b3347fbb662fb3106426171,2022-08-21T08:15:00+02:00,,False,https://www.bauertothepeople.at/ahaa-was-ist-der-unterschied-zwischen-einem-baecker-und-einem-konditor/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/080.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/080.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/080.vtt,github_raw
081,B2P062 Christoph Mayer (Kastlgreissler) - Vom Handel(n) in Selbstbedienung,https://www.bauertothepeople.at/b2p062-christoph-mayer-kastlgreissler-vom-handeln-in-selbstbedienung/,b06943de4aab4b32b4cd246e8ee978ba,2022-08-28T08:15:00+02:00,,False,https://www.bauertothepeople.at/b2p062-christoph-mayer-kastlgreissler-vom-handeln-in-selbstbedienung/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/081.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/081.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/081.vtt,github_raw
082,Ahaa! - Welche Brotsorten gibt es?,https://www.bauertothepeople.at/ahaa-welche-brotsorten-gibt-es/,544196f800f046c8b1851058ff085b7b,2022-09-04T08:15:00+02:00,,False,https://www.bauertothepeople.at/ahaa-welche-brotsorten-gibt-es/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/082.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/082.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/082.vtt,github_raw
083,B2P063 Martin und Ilse Hager - Ein Leben zwischen Berg und Tal,https://www.bauertothepeople.at/b2p063-martin-und-ilse-hager-ein-leben-zwischen-berg-und-tal/,01477229043f42e7962d9a63b34318ca,2022-09-11T08:15:00+02:00,,False,https://www.bauertothepeople.at/b2p063-martin-und-ilse-hager-ein-leben-zwischen-berg-und-tal/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/083.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/083.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/083.vtt,github_raw
084,Ahaa! - Worin unterscheiden sich die Mehltypen?,https://www.bauertothepeople.at/ahaa-worin-unterscheiden-sich-die-mehltypen/,0e0ce751843942a683edcc70f4bdd276,2022-09-18T08:15:00+02:00,,False,https://www.bauertothepeople.at/ahaa-worin-unterscheiden-sich-die-mehltypen/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/084.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/084.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/084.vtt,github_raw
085,B2P064 Felix Hnat (Vegane Gesellschaft) - Ein sanfter Riese und seine Mission,https://www.bauertothepeople.at/b2p064-felix-hnat-vegane-gesellschaft-ein-sanfter-riese-und-seine-mission/,10b486206e68489cb2d61a303ed1324a,2022-09-25T08:15:00+02:00,,False,https://www.bauertothepeople.at/b2p064-felix-hnat-vegane-gesellschaft-ein-sanfter-riese-und-seine-mission/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/085.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/085.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/085.vtt,github_raw
086,Ahaa! - Was ist Schafmilch?,https://www.bauertothepeople.at/ahaa-was-ist-schafmilch/,8f04726f74364d01b705924e3f5e6369,2022-10-02T08:15:00+02:00,,False,https://www.bauertothepeople.at/ahaa-was-ist-schafmilch/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/086.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/086.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/086.vtt,github_raw
087,Ahaa! - Was ist Rohmilchkäse?,https://www.bauertothepeople.at/ahaa-was-ist-rohmilchkaese/,50e4d56a146544d6a035bd7c1e442cde,2022-10-09T08:15:00+02:00,,False,https://www.bauertothepeople.at/ahaa-was-ist-rohmilchkaese/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/087.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/087.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/087.vtt,github_raw
088,Ahaa! - Was ist eine Bäuerin?,https://www.bauertothepeople.at/ahaa-was-ist-eine-baeuerin/,638ea3d999a044739c8efb7f82769f1d,2022-10-16T08:15:00+02:00,,False,https://www.bauertothepeople.at/ahaa-was-ist-eine-baeuerin/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/088.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/088.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/088.vtt,github_raw
089,"B2P065 Renée Schröder – Von Kräutern, Hexen und den Bestandteilen des Lebens",https://www.bauertothepeople.at/b2p065-renee-schroeder-von-kraeutern-hexen-und-den-bestandteilen-des-lebens/,394b512d75124156868032f24cfc9056,2022-10-23T08:15:00+02:00,,False,https://www.bauertothepeople.at/b2p065-renee-schroeder-von-kraeutern-hexen-und-den-bestandteilen-des-lebens/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/089.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/089.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/089.vtt,github_raw
090,"Ahaa! - Was ist Ethik, was ist Moral?",https://www.bauertothepeople.at/ahaa-was-ist-ethik-was-ist-moral/,96d67a2aa0614ce992e9bbd702ca63dd,2022-10-30T08:15:00+01:00,,False,https://www.bauertothepeople.at/ahaa-was-ist-ethik-was-ist-moral/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/090.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/090.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/090.vtt,github_raw
091,"B2P066 Gerhard und Gerrit Woerle - Vater, Sohn und Käse",https://www.bauertothepeople.at/gerhard-und-gerrit-woerle-vater-sohn-und-kaese/,dd726743c01d41e084243a57b03f15a2,2022-11-06T08:15:00+01:00,,False,https://www.bauertothepeople.at/gerhard-und-gerrit-woerle-vater-sohn-und-kaese/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/091.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/091.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/091.vtt,github_raw
092,Ahaa! - Was ist Philosophie?,https://www.bauertothepeople.at/ahaa-was-ist-philosophie/,75e899223d4144288c7ba862b468eed7,2022-11-13T08:15:00+01:00,,False,https://www.bauertothepeople.at/ahaa-was-ist-philosophie/transcript.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/092.vtt,https://cdn.jsdelivr.net/gh/b2p-hub/b2p-vtts@main/092.vtt,https://raw.githubusercontent.com/b2p-hub/b2p-vtts/main/092.vtt,github_raw
